Register number,Full Name,Father’s Name,Mother’s Name,Email,Phone Number,Date Of Birth,Gender,Aadhar,Batch Year,Degree,Current Status,Company Name,Designation,PG College,Skills,Reviews,LinkedIn Profile,Age,Username,Password
231ELCS03057,Isaiah Padmanabhan,Wahab Handa,Tanvi Acharya,user3057_xraghavan@example.com,1395063130,1997-12-31,Male,698764348046,2017,Bachelor of Engineering,CEO / Executive,"Deep, Hora and Krishnamurthy",CEO / Executive,Not Applicable,"Blockchain, Cybersecurity, Machine Learning",Thorough curriculum making it worth the time.,https://linkedin.com/in/user_0592154,29,,
221PSCE03058,Harshil Vasa,Timothy Majumdar,Kavya Bedi,user3058_niteshoak@example.com,2742436933,1997-02-22,Male,850040936004,2018,Bachelor of Technology,Internship,Keer Inc,Press sub,Not Applicable,"Cloud Computing, Data Analysis, Cybersecurity",Great placement record - highly recommended!,https://linkedin.com/in/user_1931334,29,,
232BCADA03059,Azaan Jha,Banjeet Suresh,Ganga Arya,user3059_upasnaswaminathan@example.org,4145719885,1998-11-13,Female,476791404625,2014,Bachelor of Arts,Freelancing,Self,Freelancing,Not Applicable,"Marketing, Python, Digital Marketing",Excellent placement record which helped my career immensely.,https://linkedin.com/in/user_2075612,28,,
231ECI03060,Urishilla Bhargava,Tristan Pai,Kavya Dass,user3060_farajdeshmukh@example.net,7519924668,2001-12-30,Other,815430219022,2021,Bachelor of Business Administration,Postdoctoral Researcher,Not Applicable,Student / Scholar,"Chandran, Bumb and Sachar University","Machine Learning, SQL, Spectroscopic Analysis",Decent faculty support and very supportive staff.,https://linkedin.com/in/user_2501397,25,,
212EPY03061,Vrishti Konda,Anirudh Thaman,Aachal Majumdar,user3061_ekani77@example.net,1034888614,1998-12-23,Other,276800894881,2020,Bachelor of Dental Surgery,Freelancing,Self,Freelancing,Not Applicable,"Communication, Power BI, Cloud Computing",Fantastic academic environment - highly recommended!,https://linkedin.com/in/user_4570501,28,,
232BCOMC03062,Ojas Naik,Ayush Sawhney,Vamakshi Nadig,user3062_takeiravati@example.org,8357886896,1991-05-12,Other,816815401660,2022,Bachelor of Fine Arts,CEO / Executive,"Nagi, Behl and Radhakrishnan",CEO / Executive,Not Applicable,"Java, Quality Assurance, Marketing",Outstanding faculty support which helped my career immensely.,https://linkedin.com/in/user_1992331,35,,
222BBASF03063,Darsh Lala,Mason Gour,Anya Arya,user3063_tgolla@example.org,9377086422,1999-06-21,Other,490765076229,2022,Bachelor of Dental Surgery,CEO / Executive,"Venkatesh, Bali and Gupta",CEO / Executive,Not Applicable,"Marketing, Java, Project Management",Highly engaging campus life though it was quite rigorous.,https://linkedin.com/in/user_5735556,27,,
221BPS03064,Anya Batra,Bachittar Virk,Tamanna Virk,user3064_chandreshbarman@example.net,0208948707,2001-08-11,Other,824896815432,2024,Master of Computer Applications,Employed Part-Time,"Rau, Raj and Gour",Press photographer,Not Applicable,"Machine Learning, Spectroscopic Analysis, Organic Synthesis",Incredible curriculum making it worth the time.,https://linkedin.com/in/user_9292974,25,,
221ECI03065,Aadhya Narasimhan,Ojas Sehgal,Hiral Sura,user3065_tshanker@example.com,7675078775,2002-04-15,Other,136897884605,2023,Bachelor of Technology,Remote Worker,"Contractor, Andra and Master",Radiation protection practitioner,Not Applicable,"Cybersecurity, Machine Learning, Search Engine Optimization",Decent peer group though it was quite rigorous.,https://linkedin.com/in/user_6675348,24,,
212CHZ03066,Ranbir Ravi,Hritik Mukhopadhyay,Eta Vohra,user3066_rsoni@example.net,8485759150,1994-01-18,Male,647268447642,2021,Master of Business Administration,Preparing for Competitive Exams,Not Applicable,Student / Scholar,"Anand, Raja and Bakshi University","Spectroscopic Analysis, Agile Methodologies, Blockchain",Excellent infrastructure and a great place to grow.,https://linkedin.com/in/user_9828875,32,,
222BCMB03067,Teerth Bhatia,Hardik Kalita,Yochana Gola,user3067_balendralall@example.net,2704737968,1993-10-01,Male,013157347686,2015,Master of Arts,Pursuing Ph.D.,Not Applicable,Student / Scholar,Gola PLC University,"SQL, Financial Modeling, Java",Highly engaging infrastructure but could be more modern.,https://linkedin.com/in/user_8331848,33,,
221BCOMC03068,Elijah Chander,Yatan Chatterjee,Charvi Thaker,user3068_sethliam@example.net,1505600351,1993-06-03,Female,287591130450,2023,Master of Technology,Career Break,Not Applicable,Not Applicable,Not Applicable,"Sales, SQL, Financial Modeling",Decent infrastructure making it worth the time.,https://linkedin.com/in/user_0330586,33,,
212EPY03069,Damyanti Arora,Yatin Pingle,Mekhala Rana,user3069_hredhaangade@example.org,6741760948,1993-06-23,Other,431497631449,2024,Bachelor of Commerce,Pursuing Ph.D.,Not Applicable,Student / Scholar,Kant-Lad University,"Project Management, Cloud Computing, Data Analysis",Incredible research facility which helped my career immensely.,https://linkedin.com/in/user_4639894,33,,
221PM03070,Keya Buch,Farhan Vig,Edhitha Din,user3070_janigunbir@example.net,7840699865,2004-06-17,Male,418190632539,2017,Master of Arts,Remote Worker,Pai-Raman,General practice doctor,Not Applicable,"Project Management, Marketing, Communication",Great campus life with excellent industry exposure.,https://linkedin.com/in/user_0006007,22,,
221PM03071,Urishilla Kaur,Victor Ahuja,Yashodhara Anne,user3071_sacharishaan@example.org,0018454517,1991-11-06,Other,783294865744,2016,Bachelor of Technology,Internship,Swamy-Kuruvilla,Psychotherapist,Not Applicable,"Search Engine Optimization, Spectroscopic Analysis, Sales",Highly engaging academic environment and a great place to grow.,https://linkedin.com/in/user_1621856,35,,
212MCS03072,Laksh Choudhury,Zehaan Saran,Keya Mital,user3072_amammen@example.org,2548282568,1999-01-24,Male,749919575277,2019,Bachelor of Education,Research Scholar,Not Applicable,Student / Scholar,"Sodhi, Bhatti and Ratti University","Cloud Computing, Spectroscopic Analysis, Organic Synthesis",Incredible learning experience - highly recommended!,https://linkedin.com/in/user_6679286,27,,
232BPS03073,Nathaniel Ranganathan,Guneet Borah,Udyati Devi,user3073_nathanielyogi@example.net,0189668945,1999-02-18,Female,741555921306,2016,Bachelor of Education,Volunteer,Not Applicable,Not Applicable,Not Applicable,"Blockchain, C++, Cloud Computing",Great placement record with lots of opportunities.,https://linkedin.com/in/user_0323694,27,,
232BCOMC03074,Bachittar Naidu,Abdul Ben,Vaishnavi Bhalla,user3074_sheredalbir@example.net,1565040816,1997-09-09,Male,378855043460,2014,Bachelor of Design,Apprenticeship,"Din, Andra and Walla",Academic librarian,Not Applicable,"Cybersecurity, Communication, Data Analysis",Excellent faculty support with excellent industry exposure.,https://linkedin.com/in/user_4649306,29,,
221BTBY03075,Parth D’Alia,Isaac Gopal,Ekaja Ramaswamy,user3075_indali32@example.org,5609375452,1999-11-17,Other,809939343372,2025,Bachelor of Technology,Employed Full-Time,Borde-Gala,Financial risk analyst,Not Applicable,"Communication, Blockchain, Spectroscopic Analysis",Outstanding learning experience overall a wonderful journey.,https://linkedin.com/in/user_0589328,27,,
211ECPS03076,Aditya Talwar,Warjas Ganesan,Idika Sama,user3076_veda68@example.net,9726955806,1994-03-30,Other,123813912316,2018,Bachelor of Architecture,Apprenticeship,"Korpal, Pai and Iyer",Health service manager,Not Applicable,"Quality Assurance, Financial Modeling, Spectroscopic Analysis",Fantastic campus life overall a wonderful journey.,https://linkedin.com/in/user_0912654,32,,
221CST03077,Krishna Gulati,Onkar Oak,Yadavi Nazareth,user3077_lataikbal@example.org,0501167913,1990-10-28,Male,093224867058,2022,Bachelor of Education,Freelancing,Self,Freelancing,Not Applicable,"Financial Modeling, SQL, Power BI",Decent curriculum but could be more modern.,https://linkedin.com/in/user_5166068,36,,
221BZ03078,Ojasvi Saini,Harsh Raval,Zarna Batra,user3078_mgarg@example.com,9648453021,2004-08-18,Other,513562595084,2019,Bachelor of Arts,Career Break,Not Applicable,Not Applicable,Not Applicable,"Communication, Cybersecurity, Blockchain",Outstanding learning experience and a great place to grow.,https://linkedin.com/in/user_0418797,22,,
232PM03079,Faras Kanda,Oliver Dugal,Pahal Bandi,user3079_ektakumer@example.net,1532962052,1992-07-21,Male,107021988997,2021,Bachelor of Commerce,Teaching Assistant,Chandran and Sons,Musician,Not Applicable,"Communication, Wet-Lab Techniques, Spectroscopic Analysis",Great research facility with excellent industry exposure.,https://linkedin.com/in/user_2086144,34,,
231CST03080,Isha Bahl,Yagnesh Patla,Varsha Mohan,user3080_qzacharia@example.org,9421303780,1994-01-10,Other,179046758895,2025,Master of Business Administration,CEO / Executive,Pai and Sons,CEO / Executive,Not Applicable,"Wet-Lab Techniques, Digital Marketing, Financial Modeling",Highly engaging research facility but could be more modern.,https://linkedin.com/in/user_2361330,32,,
232INPP03081,Harini Das,Balendra Nagy,Forum Chada,user3081_takmanbir@example.org,2426318380,1996-11-28,Female,747856376916,2024,Bachelor of Medicine and Bachelor of Surgery,Teaching Assistant,Dhingra-Rama,Plant breeder/geneticist,Not Applicable,"Spectroscopic Analysis, Power BI, Communication",Highly engaging faculty support and a great place to grow.,https://linkedin.com/in/user_4359084,30,,
211BBAA03082,Omya Hayre,Andrew Vaidya,Neha Bhatt,user3082_bhavnagola@example.net,6395170037,1991-08-02,Male,442379069392,2023,Master of Computer Applications,CEO / Executive,"Pathak, Verma and Bhagat",CEO / Executive,Not Applicable,"Quality Assurance, Marketing, C++",Good academic environment but could be more modern.,https://linkedin.com/in/user_6904422,35,,
232CST03083,Sai Dube,Faris Bhardwaj,Anika Dua,user3083_yashodaraghavan@example.net,4090526125,1997-11-17,Other,378693120815,2021,Master of Computer Applications,Sabbatical,Not Applicable,Not Applicable,Not Applicable,"Cloud Computing, Machine Learning, C++",Outstanding faculty support with lots of opportunities.,https://linkedin.com/in/user_4498400,29,,
232JNOE03084,George Nath,Azad Guha,Saanvi Chopra,user3084_ikshita31@example.net,8745005798,1998-04-15,Male,614537016140,2017,Bachelor of Fine Arts,Teaching Assistant,"Tandon, Tata and Kuruvilla","Teacher, music",Not Applicable,"Agile Methodologies, Cybersecurity, Search Engine Optimization",Great research facility but could be more modern.,https://linkedin.com/in/user_8007842,28,,
212CHZ03085,Chatura Pant,Vivaan Mody,Mekhala Anand,user3085_ikbal40@example.org,7775827407,1993-07-05,Female,829831463511,2017,Bachelor of Engineering,Freelancing,Self,Freelancing,Not Applicable,"Machine Learning, Communication, Organic Synthesis",Incredible academic environment - highly recommended!,https://linkedin.com/in/user_8946354,33,,
212ECI03086,Nicholas Raju,Frederick Suresh,Mohini Agrawal,user3086_qraju@example.net,4631533057,1990-03-09,Female,896568570042,2015,Bachelor of Architecture,Pursuing Master’s Degree,Not Applicable,Student / Scholar,Rao-Singhal University,"Financial Modeling, Machine Learning, Blockchain",Good academic environment - highly recommended!,https://linkedin.com/in/user_3195500,36,,
221PM03087,Warhi Dhar,Neel Krishna,Urmi Mand,user3087_kurianharini@example.net,9980802598,1995-11-27,Female,514880230821,2023,Master of Technology,CEO / Executive,Dora Ltd,CEO / Executive,Not Applicable,"Quality Assurance, Project Management, Data Analysis",Incredible peer group but could be more modern.,https://linkedin.com/in/user_6533394,31,,
221CHZ03088,Garima Seshadri,Lakshit Rattan,Amara Rau,user3088_qabil54@example.com,5201601352,2001-04-04,Female,898539553828,2015,Master of Technology,Self-Employed,Self,Self-Employed,Not Applicable,"Project Management, Agile Methodologies, Financial Modeling",Decent peer group which helped my career immensely.,https://linkedin.com/in/user_8202556,25,,
232JNOE03089,Ekaraj Tandon,Ryan Lal,Oeshi Gupta,user3089_bbahl@example.com,6300947249,1999-12-24,Other,325240901538,2021,Bachelor of Business Administration,CEO / Executive,Bahri-Barad,CEO / Executive,Not Applicable,"Project Management, Python, Cloud Computing",Decent academic environment which helped my career immensely.,https://linkedin.com/in/user_0982455,27,,
221CHZ03090,Chavvi Borde,Hitesh Ravel,Chaaya Sem,user3090_hroy@example.org,8543078330,2004-11-28,Other,210338192683,2025,Bachelor of Technology,Preparing for Competitive Exams,Not Applicable,Student / Scholar,"Lala, Rana and Datta University","Blockchain, Sales, Organic Synthesis",Decent placement record and very supportive staff.,https://linkedin.com/in/user_9132063,22,,
212PSCE03091,Abha Kale,Jack Iyer,Idika Jha,user3091_palvedhika@example.org,8760370562,1994-01-31,Male,704911075026,2015,Bachelor of Medicine and Bachelor of Surgery,Consultant,"Deshmukh, Dutt and Pall",IT technical support officer,Not Applicable,"Organic Synthesis, Blockchain, Financial Modeling",Fantastic research facility but could be more modern.,https://linkedin.com/in/user_7462053,32,,
232BPS03092,Raksha Dhawan,Jeet Dhaliwal,Lipika Rout,user3092_indrajit13@example.org,6493286686,2004-10-16,Male,482386056881,2021,Bachelor of Arts,Postdoctoral Researcher,Not Applicable,Student / Scholar,Joshi and Sons University,"Power BI, Quality Assurance, Cloud Computing",Thorough placement record with lots of opportunities.,https://linkedin.com/in/user_9994590,22,,
211PSCE03093,Sachi Dara,Isaac Vala,Dipta Toor,user3093_karperishi@example.org,3870421009,1991-08-12,Female,532917391625,2023,Bachelor of Science,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Cybersecurity, Agile Methodologies, Cloud Computing",Outstanding research facility making it worth the time.,https://linkedin.com/in/user_3627987,35,,
211BCADA03094,Maanas Khatri,Frado Mallick,Yutika Bava,user3094_darpan10@example.net,1689006941,2001-07-08,Male,439743269542,2017,Bachelor of Medicine and Bachelor of Surgery,Pursuing Ph.D.,Not Applicable,Student / Scholar,"Seth, Rama and Ramanathan University","Wet-Lab Techniques, Machine Learning, C++",Excellent learning experience with lots of opportunities.,https://linkedin.com/in/user_7972031,25,,
211ECPS03095,Gabriel Sarraf,Qarin Solanki,Hemani Varty,user3095_kumaryashawini@example.com,7843322464,2004-11-03,Male,948717843022,2021,Bachelor of Design,Consultant,Tank LLC,"Editor, film/video",Not Applicable,"Organic Synthesis, Graphic Design, Cybersecurity",Decent placement record which helped my career immensely.,https://linkedin.com/in/user_3193956,22,,
222BCADA03096,Ojasvi Shah,Saksham Saran,Damyanti Thaker,user3096_upasnavarghese@example.com,8253192838,1999-03-08,Male,715906127762,2018,Master of Technology,Apprenticeship,"Bava, Mangat and Kapur",Trade mark attorney,Not Applicable,"Java, Data Analysis, Agile Methodologies",Thorough learning experience which helped my career immensely.,https://linkedin.com/in/user_6497883,27,,
232CST03097,Ikshita Narula,Benjamin Soman,Kala Arya,user3097_jmittal@example.net,6538616807,1996-08-03,Male,077325143650,2014,Master of Business Administration,Consultant,Chatterjee-Mannan,Emergency planning/management officer,Not Applicable,"Wet-Lab Techniques, Financial Modeling, Marketing",Amazing placement record which helped my career immensely.,https://linkedin.com/in/user_2300590,30,,
212BCAA03098,Kashvi Sani,Ekbal Mangat,Lila Sinha,user3098_rjohal@example.org,7166327155,2002-07-21,Female,294803333159,2015,Master of Science,Internship,Chada Group,Occupational hygienist,Not Applicable,"Machine Learning, SQL, Wet-Lab Techniques",Great faculty support and a great place to grow.,https://linkedin.com/in/user_5934991,24,,
232PM03099,Manbir Hayre,Kabir Peri,Vansha Khalsa,user3099_ishitaoak@example.org,0961540060,1999-08-24,Male,702283496699,2023,Bachelor of Dental Surgery,Employed Full-Time,"Mohan, Prabhakar and Patla",Community development worker,Not Applicable,"Machine Learning, Marketing, Sales",Outstanding research facility though it was quite rigorous.,https://linkedin.com/in/user_7080327,27,,
231BCOMB03100,Gaurang Saha,Amol Verma,Pavani Pal,user3100_brinda77@example.com,5089469989,1992-11-07,Male,082351694702,2020,Master of Science,Preparing for Competitive Exams,Not Applicable,Student / Scholar,"Deo, Kashyap and Randhawa University","Python, C++, Digital Marketing",Fantastic research facility - highly recommended!,https://linkedin.com/in/user_8065079,34,,
